Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Broadcom,Gruhalakshmi Layout Park 1,,Dasarahalli zone,,,BC278,13.0259,77.49661,,,,,,,,
Broadcom,Gruhalakshmi Layout Park 1,,Dasarahalli zone,,,BC279,13.02593,77.49663,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC28,13.07697,77.62856,,,,,,,,
Broadcom,Gruhalakshmi Layout Park 1,,Dasarahalli zone,,,BC280,13.0259,77.49684,,,,,,,,
Broadcom,Gruhalakshmi Layout Park 1,,Dasarahalli zone,,,BC281,13.02597,77.49705,,,,,,,,
Broadcom,Gruhalakshmi Layout Park 1,,Dasarahalli zone,,,BC282,13.02598,77.49716,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC29,13.07696,77.62856,,,,,,,,
Broadcom,BBMP Nursery Park,,Dasarahalli zone,,,BC290,13.06855,77.50138,,,,,,,,
Broadcom,BBMP Nursery Park,,Dasarahalli zone,,,BC291,13.06847,77.50129,,,,,,,,
Broadcom,BBMP Nursery Park,,Dasarahalli zone,,,BC292,13.06849,77.50111,,,,,,,,
Broadcom,BBMP Nursery Park,,Dasarahalli zone,,,BC293,13.06864,77.50136,,,,,,,,
Broadcom,Kirloskar Layout Park 2,,Dasarahalli zone,,,BC294,13.06554,77.5019,,,,,,,,
Broadcom,Kirloskar Layout Park 2,,Dasarahalli zone,,,BC295,13.06552,77.50191,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC296,12.99445,77.47916,,,,,,,,
Broadcom,Kirloskar Layout Park 2,,Dasarahalli zone,,,BC296,13.06559,77.50193,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC297,12.99461,77.47923,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC298,12.99471,77.4792,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC299,12.99476,77.47923,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC3,13.0771,77.62575,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC30,13.07689,77.62856,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC300,12.9948,77.47923,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC301,12.99488,77.47927,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC302,12.99489,77.47933,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC303,12.99489,77.47937,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC304,12.99485,77.47936,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC305,12.99481,77.4793,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC306,12.99478,77.47928,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC308,12.99321,77.47887,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC307,12.99429,77.47909,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC309,12.99394,77.47906,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC310,12.994,77.4791,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC311,12.99394,77.47922,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC313,12.99382,77.4795,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC314,12.99377,77.47963,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC316,12.99389,77.47912,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC318,12.99326,77.47882,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC319,12.99324,77.4789,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC320,12.99321,77.47899,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC321,12.99317,77.47911,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC322,12.9931,77.47877,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC323,12.993,77.47875,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC324,12.99291,77.47873,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC325,12.99278,77.47881,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC326,12.99275,77.47877,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC327,12.99278,77.47869,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC328,12.99263,77.47858,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC329,12.99244,77.47852,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC330,12.9924,77.47862,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC331,12.9924,77.47855,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC332,12.99222,77.47864,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC335,12.99203,77.47861,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC336,12.99185,77.47848,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC337,12.9918,77.47849,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC340,12.99162,77.47843,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC343,12.99155,77.47832,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC344,12.99145,77.47832,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC345,12.99151,77.47842,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC347,12.99142,77.4784,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC349,13.12393,77.60415,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC350,13.12388,77.60434,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC355,13.12356,77.60509,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC356,13.12376,77.6052,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC357,13.1238,77.60508,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC358,13.12383,77.605,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC359,13.12385,77.60489,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC360,13.12391,77.60479,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC361,13.12395,77.60465,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC362,13.124,77.60468,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC363,13.12402,77.60465,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC364,13.12401,77.60469,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC365,13.12399,77.60476,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC366,13.12418,77.60475,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC367,13.12427,77.60481,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC368,13.12446,77.60488,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC369,13.12477,77.60564,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC370,13.12487,77.60537,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC371,13.12489,77.60523,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC372,13.12295,77.60331,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC373,13.12294,77.60323,,,,,,,,
Broadcom,Armed Personnel Training School Campus,,Yelahanka Zone,,,BC374,13.12282,77.60324,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC4,13.07732,77.62583,,,,,,,,
Broadcom,Madiwala Machayya Park,,Yelahanka Zone,,,BC419,13.10598,77.57067,,,,,,,,
Broadcom,Madiwala Machayya Park,,Yelahanka Zone,,,BC420,13.10587,77.57061,,,,,,,,
Broadcom,Madiwala Machayya Park,,Yelahanka Zone,,,BC421,13.1059,77.57077,,,,,,,,
Broadcom,Madiwala Machayya Park,,Yelahanka Zone,,,BC422,13.10591,77.57084,,,,,,,,
Broadcom,Madiwala Machayya Park,,Yelahanka Zone,,,BC423,13.10558,77.57103,,,,,,,,
Broadcom,Madiwala Machayya Park,,Yelahanka Zone,,,BC426,13.10584,77.57137,,,,,,,,
Broadcom,Madiwala Machayya Park,,Yelahanka Zone,,,BC427,13.10586,77.57143,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC429,13.06289,77.58588,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC430,13.06277,77.58581,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC431,13.06258,77.58605,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC432,13.06239,77.58627,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC433,13.06216,77.58671,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC434,13.06227,77.58699,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC435,13.06242,77.58681,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC436,13.06264,77.58656,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC437,13.06292,77.58612,,,,,,,,
Broadcom,Sahakarnagar Park 1,,Yelahanka Zone,,,BC438,13.06303,77.58599,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC497,12.99192,77.4784,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC498,12.99182,77.47839,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC499,12.99188,77.4783,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC5,13.07717,77.62664,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC500,12.99182,77.47827,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC501,12.99176,77.47821,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC503,12.99161,77.47827,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC505,12.99164,77.47813,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC507,12.99134,77.4781,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC510,12.99125,77.47799,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC512,12.99115,77.47817,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC514,12.99108,77.47803,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC515,12.99101,77.47789,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC516,12.99092,77.47788,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC518,12.99084,77.47787,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC520,12.99081,77.47779,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC521,12.99072,77.47778,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC528,12.99075,77.47822,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC529,12.99086,77.47826,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC531,12.99099,77.47824,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC534,12.99125,77.4784,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC536,12.99269,77.47898,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC537,12.99262,77.479,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC538,12.99268,77.47898,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC539,12.99276,77.47895,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC540,12.99284,77.47902,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC542,12.99299,77.47885,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC543,12.99303,77.47889,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC544,12.99293,77.47903,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS142,12.99692,77.48622,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS143,12.99688,77.48628,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS144,12.99677,77.48619,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS145,12.99689,77.4862,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS146,12.99675,77.48625,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS147,12.99675,77.4863,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS148,12.99669,77.48625,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS149,12.99675,77.4862,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS151,12.99692,77.48618,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS153,12.99669,77.48647,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS154,12.99661,77.48641,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS155,12.99653,77.48644,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS156,12.99647,77.48635,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS157,12.9965,77.48629,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS158,12.99656,77.4863,,,,,,,,
Morgan Stanley,Ayush Private park layout,,RR Nagar Zone,,,MS159,12.99663,77.48641,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS121,12.9964,77.48741,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS122,12.99639,77.48756,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS123,12.99645,77.4876,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS124,12.99634,77.48777,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS125,12.99642,77.48782,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS126,12.99625,77.48765,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS127,12.99629,77.48792,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS128,12.99632,77.488,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS129,12.99626,77.48799,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS130,12.9962,77.48804,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS131,12.99614,77.488,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS132,12.99608,77.48826,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS133,12.99619,77.48821,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS134,12.99621,77.48825,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS135,12.99648,77.48834,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS136,12.99645,77.48824,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS137,12.99665,77.48816,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS138,12.99649,77.48812,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS139,12.99663,77.48803,,,,,,,,
Morgan Stanley,Syndicate Bank 2nd Main Park,,RR Nagar Zone,,,MS140,12.99638,77.48813,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS159,12.99552,77.48583,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS160,12.99561,77.48553,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS161,12.99551,77.48555,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS162,12.99527,77.48546,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS163,12.99508,77.48546,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS164,12.99506,77.48568,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS165,12.99498,77.48589,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS166,12.99501,77.48618,,,,,,,,
Morgan Stanley,Tunganagara Cricket Ground & Park,,RR Nagar Zone,,,MS167,12.99532,77.4862,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA21,13.04037,77.56842,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA23,13.03976,77.5685,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA24,13.03962,77.56853,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA25,13.03937,77.56856,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA27,13.03882,77.56841,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA29,13.03912,77.5684,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA30,13.03949,77.56834,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA31,13.0399,77.56828,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA32,13.04008,77.5683,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA33,13.04046,77.56822,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA34,13.04072,77.56818,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA22,13.03922,77.56859,,,,,,,,
Target Corporation,Boulevard Park-1,,East Zone,,,TA44,13.04,77.56848,,,,,,,,
Target Corporation,Boulevard Park-2,,East Zone,,,TA35,13.0422,77.56831,,,,,,,,
Target Corporation,Boulevard Park-2,,East Zone,,,TA36,13.04205,77.56826,,,,,,,,
Target Corporation,Boulevard Park-2,,East Zone,,,TA37,13.04188,77.56826,,,,,,,,
Target Corporation,Boulevard Park-2,,East Zone,,,TA38,13.04172,77.5683,,,,,,,,
Target Corporation,Boulevard Park-2,,East Zone,,,TA39,13.0415,77.56824,,,,,,,,
Target Corporation,Boulevard Park-2,,East Zone,,,TA40,13.04119,77.56833,,,,,,,,
Target Corporation,Boulevard Park-2,,East Zone,,,TA41,13.04228,77.56809,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA45,13.04276,77.56801,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA46,13.0429,77.56801,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA47,13.04304,77.56815,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA48,13.04333,77.56826,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA49,13.04353,77.56819,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA52,13.0443,77.56836,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA53,13.0444,77.56833,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA54,13.04279,77.56833,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA55,13.04275,77.56826,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA58,13.04318,77.56841,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA59,13.0433,77.56841,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA60,13.04343,77.5684,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA61,13.04359,77.56842,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA62,13.04363,77.56848,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA63,13.04413,77.56851,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA64,13.04441,77.5686,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA65,13.04467,77.56855,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA66,13.04462,77.56861,,,,,,,,
Target Corporation,Boulevard Park-3,,East Zone,,,TA67,13.04389,77.56828,,,,,,,,
Informatica,Jnanaganapthi temple Park,,RR Nagar Zone,,,INFORMATICA-57,12.94676,77.49176,,,,,,,,
Informatica,Jnanaganapthi temple Park,,RR Nagar Zone,,,INFORMATICA-58,12.94676,77.49167,,,,,,,,
Informatica,Jnanaganapthi temple Park,,RR Nagar Zone,,,INFORMATICA-59,12.94684,77.49177,,,,,,,,
Informatica,Jnanaganapthi temple Park,,RR Nagar Zone,,,INFORMATICA-60,12.94698,77.4919,,,,,,,,
Informatica,Jnanaganapthi temple Park,,RR Nagar Zone,,,INFORMATICA-61,12.94707,77.49203,,,,,,,,
Informatica,Jnanaganapthi temple Park,,RR Nagar Zone,,,INFORMATICA-62,12.94699,77.49208,,,,,,,,
Informatica,Jnanaganapthi temple Park,,RR Nagar Zone,,,INFORMATICA-63,12.94676,77.49155,,,,,,,,
Informatica,Jnanaganapthi temple Park,,RR Nagar Zone,,,INFORMATICA-64,12.94674,77.49162,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-65,12.94819,77.49049,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-66,12.94821,77.49063,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-67,12.94826,77.49028,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-68,12.94827,77.49019,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-69,12.94837,77.4901,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-70,12.94807,77.49047,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-71,12.94807,77.49062,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-72,12.94825,77.49053,,,,,,,,
Informatica,Govt Press Layout 2nd Park,,RR Nagar Zone,,,INFORMATICA-73,12.94814,77.49058,,,,,,,,
Informatica,Govt Press Layout 1st Park,,RR Nagar Zone,,,INFORMATICA-74,12.94974,77.49106,,,,,,,,
Informatica,Govt Press Layout 1st Park,,RR Nagar Zone,,,INFORMATICA-75,12.94978,77.49076,,,,,,,,
Informatica,Govt Press Layout 1st Park,,RR Nagar Zone,,,INFORMATICA-76,12.94983,77.49083,,,,,,,,
Informatica,Govt Press Layout 1st Park,,RR Nagar Zone,,,INFORMATICA-77,12.94984,77.49103,,,,,,,,
Informatica,Govt Press Layout 1st Park,,RR Nagar Zone,,,INFORMATICA-78,12.94987,77.49106,,,,,,,,
Morgan Stanley,vishveshwaraiah park,,RR Nagar Zone,,,MS47,12.95217,77.47998,,,,,,,,
Morgan Stanley,vishveshwaraiah park,,RR Nagar Zone,,,MS48,12.9522,77.48005,,,,,,,,
Morgan Stanley,vishveshwaraiah park,,RR Nagar Zone,,,MS49,12.95257,77.48018,,,,,,,,
Morgan Stanley,vishveshwaraiah park,,RR Nagar Zone,,,MS50,12.95269,77.48017,,,,,,,,
Morgan Stanley,vishveshwaraiah park,,RR Nagar Zone,,,MS51,12.95197,77.48003,,,,,,,,
Morgan Stanley,vishveshwaraiah park,,RR Nagar Zone,,,MS52,12.9523,77.47966,,,,,,,,
Morgan Stanley,Bharathnagar 2nd Stage Park,,RR Nagar Zone,,,MS112,12.97943,77.47625,,,,,,,,
Morgan Stanley,Bharathnagar 2nd Stage Park,,RR Nagar Zone,,,MS110,12.97903,77.47604,,,,,,,,
Morgan Stanley,Bharathnagar 2nd Stage Park,,RR Nagar Zone,,,MS111,12.97931,77.47614,,,,,,,,
Morgan Stanley,Bharathnagar 2nd Stage Park,,RR Nagar Zone,,,MS113,12.9795,77.47617,,,,,,,,
Morgan Stanley,Bharathnagar 2nd Stage Park,,RR Nagar Zone,,,MS114,12.97963,77.47628,,,,,,,,
Morgan Stanley,Bharathnagar 2nd Stage Park,,RR Nagar Zone,,,MS115,12.97955,77.47617,,,,,,,,
Morgan Stanley,Srigandha Kaval Park,,RR Nagar Zone,,,MS105,12.97781,77.50316,,,,,,,,
Morgan Stanley,Srigandha Kaval Park,,RR Nagar Zone,,,MS106,12.97759,77.5029,,,,,,,,
Morgan Stanley,Srigandha Kaval Park,,RR Nagar Zone,,,MS107,12.97753,77.50335,,,,,,,,
Morgan Stanley,Srigandha Kaval Park,,RR Nagar Zone,,,MS108,12.97776,77.50348,,,,,,,,
Morgan Stanley,Srigandha Kaval Park,,RR Nagar Zone,,,MS109,12.97768,77.50318,,,,,,,,
Morgan Stanley,Annapoorneshwari BBMP Park,,RR Nagar Zone,,,MS93,12.9796,77.50765,,,,,,,,
Morgan Stanley,Annapoorneshwari BBMP Park,,RR Nagar Zone,,,MS94,12.97952,77.50751,,,,,,,,
Morgan Stanley,Annapoorneshwari BBMP Park,,RR Nagar Zone,,,MS95,12.97948,77.50741,,,,,,,,
